player_id,player_name,player_position,player_age,player_nat,from_team,to_team,market_value,transfer_fee,season,transfer_direction,international_transfer,from_country,to_country
240684,Jacques Westphaal,Defender,30,Netherlands,DOS,USV Elinkwijk,-,?,1959/1960,in,False,Netherlands,Netherlands
409139,Gerrit Velthuis,Left-Back,24,Netherlands,Oldenzaal,USV Elinkwijk,-,?,1959/1960,in,False,Netherlands,Netherlands
152525,Reinier Kreijermaat,Midfielder,24,Netherlands,USV Elinkwijk,Feijenoord,-,?,1959/1960,out,False,Netherlands,Netherlands
317329,Leen van de Brink,Goalkeeper,25,Netherlands,USV Elinkwijk,USV Hercules,-,?,1959/1960,out,False,Netherlands,Netherlands
585354,Jan van Doesselaar,Left Winger,22,Netherlands,VVA,SV Blauw-Wit,-,€1k,1959/1960,in,False,Netherlands,Netherlands
343903,Paul Degenaar,Right Winger,23,Suriname,Haarlem,SV Blauw-Wit,-,?,1959/1960,in,False,Netherlands,Netherlands
306861,Erwin Sparendam,Centre-Back,24,Netherlands,SV Blauw-Wit,Elinkwijk,-,€14k,1959/1960,out,False,Netherlands,Netherlands
153951,Herman van Raalte,Goalkeeper,38,Netherlands,SV Blauw-Wit,SC Cambuur,-,?,1959/1960,out,False,Netherlands,Netherlands
459071,Leo Beerendonk,Centre-Forward,22,Netherlands,Limburgia,Rapid JC,-,?,1960/1961,in,False,Netherlands,Netherlands
617120,Pierre Kusters,Defender,21,Netherlands,RKSV Minor,Rapid JC,-,?,1960/1961,in,False,Netherlands,Netherlands
459071,Leo Beerendonk,Centre-Forward,22,Netherlands,Rapid JC,Ringwood City,-,?,1960/1961,out,True,Netherlands,Australia
394654,Frans van Balkom,Defender,20,Netherlands,Rapid JC,Ringwood City,-,?,1960/1961,out,True,Netherlands,Australia
154251,Gerrit Voges,Midfielder,27,Netherlands,SC Enschede,AVV DOS Utrecht,-,?,1960/1961,in,False,Netherlands,Netherlands
486474,Georgy Lipták,Defender,22,Hungary,RFC Lüttich,AVV DOS Utrecht,-,?,1960/1961,in,True,Belgium,Netherlands
244034,Nico van Zoghel,Goalkeeper,17,Netherlands,DOS Onder 19,AVV DOS Utrecht,-,-,1960/1961,in,False,Netherlands,Netherlands
188706,Bert Theunissen,Centre-Forward,20,Netherlands,Vitesse,AVV DOS Utrecht,-,,1960/1961,in,False,Netherlands,Netherlands
152524,Hans Kraay Sr.,Defender,23,Netherlands,AVV DOS Utrecht,Feijenoord,-,?,1960/1961,out,False,Netherlands,Netherlands
240668,Dirk Lammers,Midfielder,33,Netherlands,AVV DOS Utrecht,NOAD,-,?,1960/1961,out,False,Netherlands,Netherlands
240587,Jan van de Wint,Goalkeeper,31,Netherlands,AVV DOS Utrecht,Heracles,-,,1960/1961,out,False,Netherlands,Netherlands
151815,Frans Bouwmeester sr.,Left Midfield,20,Netherlands,NAC,RV & AV Feijenoord,-,€73k,1960/1961,in,False,Netherlands,Netherlands
152524,Hans Kraay Sr.,Defender,23,Netherlands,DOS,RV & AV Feijenoord,-,?,1960/1961,in,False,Netherlands,Netherlands
152333,Hans van der Hoek,Defender,27,Netherlands,RV & AV Feijenoord,SC Enschede,-,€14k,1960/1961,out,False,Netherlands,Netherlands
240541,Toon Meerman,Centre-Forward,26,Netherlands,RV & AV Feijenoord,Excelsior,-,€14k,1960/1961,out,False,Netherlands,Netherlands
153131,Kees Rijvers,Attacking Midfield,34,Netherlands,RV & AV Feijenoord,Saint-Étienne,-,?,1960/1961,out,True,Netherlands,France
242189,Jan Louwers,Right Winger,29,Netherlands,Eindhoven,PSV Eindhoven,-,€30k,1960/1961,in,False,Netherlands,Netherlands
188709,Gerrit van Tilburg,Midfielder,18,Netherlands,Woensel,PSV Eindhoven,-,?,1960/1961,in,False,Netherlands,Netherlands
240428,Cor Smulders,Defender,24,Netherlands,PSV Eindhoven,NEC,-,€11k,1960/1961,out,False,Netherlands,Netherlands
346529,Wim van Kessel,Left-Back,23,Netherlands,PSV Eindhoven,Eindhoven,-,€10k,1960/1961,out,False,Netherlands,Netherlands
515879,Daniel Ekner,Forward,32,Sweden,PSV Eindhoven,Örgryte,-,?,1960/1961,out,True,Netherlands,Sweden
240407,Piet Fransen,Left Winger,40,Netherlands,PSV Eindhoven,Retired,-,-,1960/1961,out,True,Netherlands,
289345,Fred Röhrig,Left Midfield,33,Netherlands,PSV Eindhoven,Retired,-,-,1960/1961,out,True,Netherlands,
391509,Piet van Neer,Goalkeeper,25,Netherlands,Willem II,MVV Maastricht,-,?,1960/1961,in,False,Netherlands,Netherlands
535909,Karl Vigna,Forward,28,Germany,Spora Luxemburg,MVV Maastricht,-,?,1960/1961,in,True,Luxembourg,Netherlands
151902,Jeu van Bun,Right-Back,41,Netherlands,MVV Maastricht,Willem II,-,?,1960/1961,out,False,Netherlands,Netherlands
240603,Breur Weijzen,Goalkeeper,26,Netherlands,MVV Maastricht,Unknown,-,?,1960/1961,out,True,Netherlands,
151902,Jeu van Bun,Right-Back,41,Netherlands,MVV,Willem II Tilburg,-,?,1960/1961,in,False,Netherlands,Netherlands
153037,Sjef Mertens,Defender,34,Netherlands,Unknown,Willem II Tilburg,-,?,1960/1961,in,True,,Netherlands
109355,Hans-Georg Lambert,Defender,20,Germany,Saarbrücken,Willem II Tilburg,-,?,1960/1961,in,True,Germany,Netherlands
221360,Jan van Helden,Defender,25,Netherlands,NAC,Willem II Tilburg,-,?,1960/1961,in,False,Netherlands,Netherlands
188752,Willy Senders,Right Winger,19,Netherlands,DVS,Willem II Tilburg,-,?,1960/1961,in,False,Netherlands,Netherlands
244094,Kurt Zaro,Forward,31,Germany,Willem II Tilburg,SW Essen,-,?,1960/1961,out,True,Netherlands,Germany
