player_id,player_name,player_position,player_age,player_nat,from_team,to_team,market_value,transfer_fee,season,transfer_direction,international_transfer,from_country,to_country
117256,Wim Koevermans,Centre-Back,28,Netherlands,Fortuna Sittard,FC Groningen,-,?,1988/1989,in,False,Netherlands,Netherlands
207055,Pieter Wiersma,Midfielder,21,Netherlands,Be Quick,FC Groningen,-,?,1988/1989,in,False,Netherlands,Netherlands
186350,Theo ten Caat,Attacking Midfield,23,Netherlands,Veendam,FC Groningen,-,?,1988/1989,in,False,Netherlands,Netherlands
207042,Harry Sinkgraven,Defender,22,Netherlands,ACV Assen,FC Groningen,-,?,1988/1989,in,False,Netherlands,Netherlands
17164,Eric Groeleken,Centre-Forward,22,Netherlands,Go Ahead Eagles,FC Groningen,-,?,1988/1989,in,False,Netherlands,Netherlands
149165,Hennie Meijer,Centre-Forward,26,Netherlands,Ajax,FC Groningen,-,?,1988/1989,in,False,Netherlands,Netherlands
207018,Marco Koorman,Defender,20,Netherlands,Unknown,FC Groningen,-,?,1988/1989,in,True,,Netherlands
21633,Jan Veenhof,Defender,19,Netherlands,Groningen U19,FC Groningen,-,-,1988/1989,in,False,Netherlands,Netherlands
149191,Mark Verkuyl,Defender,24,Netherlands,FC Groningen,Ajax,-,€318k,1988/1989,out,False,Netherlands,Netherlands
120310,Foeke Booy,Centre-Forward,26,Netherlands,FC Groningen,KV Kortrijk,-,?,1988/1989,out,True,Netherlands,Belgium
134345,Paul Mason,Midfielder,24,England,FC Groningen,Aberdeen FC,-,?,1988/1989,out,True,Netherlands,Scotland
207026,Erik Manders,Midfielder,20,Netherlands,FC Groningen,Unknown,-,?,1988/1989,out,True,Netherlands,
154232,Frans Thijssen,Central Midfield,36,Netherlands,FC Groningen,Vitesse,-,?,1988/1989,out,False,Netherlands,Netherlands
207054,Marco Waslander,Defensive Midfield,20,Netherlands,FC Groningen,Heracles,-,?,1988/1989,out,False,Netherlands,Netherlands
150839,Jurrie Koolhof,Centre-Forward,28,Netherlands,FC Groningen,Vitesse,-,?,1988/1989,out,False,Netherlands,Netherlands
253909,Garry Brooke,Midfielder,27,England,FC Groningen,Wimbledon FC,-,?,1988/1989,out,True,Netherlands,England
150621,John Metgod,Centre-Back,30,Netherlands,Spurs,Feyenoord Rotterdam,-,€318k,1988/1989,in,True,England,Netherlands
97912,Wlodzimierz Smolarek,Left Winger,30,Poland,E. Frankfurt,Feyenoord Rotterdam,-,€273k,1988/1989,in,True,Germany,Netherlands
150622,Paul Nortan,Defender,25,Netherlands,AZ Alkmaar,Feyenoord Rotterdam,-,€182k,1988/1989,in,False,Netherlands,Netherlands
152368,Peter Houtman,Centre-Forward,31,Netherlands,Sporting CP,Feyenoord Rotterdam,-,Free transfer,1988/1989,in,True,Portugal,Netherlands
151053,Tom Krommendijk,Midfielder,21,Netherlands,AZ Alkmaar,Feyenoord Rotterdam,-,?,1988/1989,in,False,Netherlands,Netherlands
186321,Marcel Brands,Central Midfield,26,Netherlands,RKC Waalwijk,Feyenoord Rotterdam,-,?,1988/1989,in,False,Netherlands,Netherlands
221369,Zier Tebbenhoff,Forward,17,Netherlands,Unknown,Feyenoord Rotterdam,-,?,1988/1989,in,True,,Netherlands
214221,Henryk Bolesta,Goalkeeper,30,Poland,Widzew Lodz,Feyenoord Rotterdam,-,?,1988/1989,in,True,Poland,Netherlands
149035,Martin van Geel,Midfielder,27,Netherlands,Roda JC,Feyenoord Rotterdam,-,?,1988/1989,in,False,Netherlands,Netherlands
150916,Ton Lokhoff,Right Midfield,28,Netherlands,Nîmes Olympique,Feyenoord Rotterdam,-,?,1988/1989,in,True,France,Netherlands
266991,Reza Uitman,Midfielder,20,Netherlands,De Graafschap,Feyenoord Rotterdam,-,"End of loanJun 30, 1988",1988/1989,in,False,Netherlands,Netherlands
151693,Mario Been,Midfielder,24,Netherlands,Feyenoord Rotterdam,AC Pisa,-,€455k,1988/1989,out,True,Netherlands,Italy
110321,David Mitchell,Centre-Forward,26,Australia,Feyenoord Rotterdam,Chelsea,-,€241k,1988/1989,out,True,Netherlands,England
109494,Ken Monkou,Centre-Back,24,Netherlands,Feyenoord Rotterdam,Chelsea,-,€113k,1988/1989,out,True,Netherlands,England
266991,Reza Uitman,Midfielder,20,Netherlands,Feyenoord Rotterdam,MVV Maastricht,-,€82k,1988/1989,out,False,Netherlands,Netherlands
148960,Kees 'Keje' Molenaar,Right-Back,30,Netherlands,Feyenoord Rotterdam,SVV,-,Free transfer,1988/1989,out,False,Netherlands,Netherlands
177817,Virgil Breetveld,Centre-Forward,20,Netherlands,Feyenoord Rotterdam,SVV,-,€23k,1988/1989,out,False,Netherlands,Netherlands
152294,André Hoekstra,Midfielder,26,Netherlands,Feyenoord Rotterdam,RKC Waalwijk,-,?,1988/1989,out,False,Netherlands,Netherlands
221368,Ed Roos,Forward,21,Netherlands,Feyenoord Rotterdam,PEC Zwolle '82,-,?,1988/1989,out,False,Netherlands,Netherlands
266426,Ton Rietbroek,Defender,21,Netherlands,Feyenoord Rotterdam,SVV,-,?,1988/1989,out,False,Netherlands,Netherlands
675328,Wendel Fräser,Forward,21,Netherlands,Feyenoord Rotterdam,RBC,-,?,1988/1989,out,False,Netherlands,Netherlands
206352,Jerry Simons,Attacking Midfield,18,Netherlands,Feyenoord Rotterdam,Spartaan '20,-,?,1988/1989,out,False,Netherlands,Netherlands
107125,Regi Blinker,Left Midfield,19,Netherlands,Feyenoord Rotterdam,FC Den Bosch,-,?,1988/1989,out,False,Netherlands,Netherlands
151053,Tom Krommendijk,Midfielder,22,Netherlands,Feyenoord Rotterdam,Cercle Brugge,-,Loan,1988/1989,out,True,Netherlands,Belgium
154369,Ben Wijnstekers,Right-Back,32,Netherlands,Feyenoord Rotterdam,RC Mechelen,-,?,1988/1989,out,True,Netherlands,Belgium
242406,Jos van Herpen,Sweeper,26,Netherlands,Feyenoord Rotterdam,RKC Waalwijk,-,?,1988/1989,out,False,Netherlands,Netherlands
266988,Frank Roosa,Midfielder,20,Netherlands,Feyenoord Rotterdam,SVV,-,?,1988/1989,out,False,Netherlands,Netherlands
1475,Marc Van Hintum,Left-Back,21,Netherlands,Helmond Sport,RKC Waalwijk,-,Free transfer,1988/1989,in,False,Netherlands,Netherlands
4389,Hans Vonk,Goalkeeper,18,South Africa,Unitas,RKC Waalwijk,-,Free transfer,1988/1989,in,False,Netherlands,Netherlands
133425,Ronny Van Geneugden,Central Midfield,19,Belgium,Waterschei Thor,RKC Waalwijk,-,?,1988/1989,in,True,Belgium,Netherlands
242406,Jos van Herpen,Sweeper,26,Netherlands,Feyenoord,RKC Waalwijk,-,?,1988/1989,in,False,Netherlands,Netherlands
242343,Peter Treffers,Forward,22,Netherlands,Unknown,RKC Waalwijk,-,?,1988/1989,in,True,,Netherlands
330440,Bob Lindhout,Defender,25,Netherlands,Helmond Sport,RKC Waalwijk,-,?,1988/1989,in,False,Netherlands,Netherlands
152294,André Hoekstra,Midfielder,26,Netherlands,Feyenoord,RKC Waalwijk,-,?,1988/1989,in,False,Netherlands,Netherlands
197407,Edwin de Wijs,Centre-Forward,18,Netherlands,Unknown,RKC Waalwijk,-,?,1988/1989,in,True,,Netherlands
243943,Birger Jensen,Goalkeeper,37,Denmark,Lierse SK,RKC Waalwijk,-,?,1988/1989,in,True,Belgium,Netherlands
118166,Leo Van der Elst,Right Midfield,26,Belgium,FC Metz,RKC Waalwijk,-,?,1988/1989,in,True,France,Netherlands
151052,Rudy Das,Defender,25,Netherlands,AZ Alkmaar,RKC Waalwijk,-,?,1988/1989,in,False,Netherlands,Netherlands
242361,Herman Teeuwen,Goalkeeper,29,Netherlands,SV TOP,RKC Waalwijk,-,?,1988/1989,in,False,Netherlands,Netherlands
236294,Ricardo Moniz,Midfielder,24,Netherlands,Haarlem,RKC Waalwijk,-,?,1988/1989,in,False,Netherlands,Netherlands
4708,Peter Bosz,Right-Back,24,Netherlands,RKC Waalwijk,SC Toulon Var,-,€11k,1988/1989,out,True,Netherlands,France
4496,Carlos van Wanrooij,Left Midfield,21,Netherlands,RKC Waalwijk,NEC Nijmegen,-,?,1988/1989,out,False,Netherlands,Netherlands
186321,Marcel Brands,Central Midfield,26,Netherlands,RKC Waalwijk,Feyenoord,-,?,1988/1989,out,False,Netherlands,Netherlands
318021,Derk-Jan de Wit,Right Midfield,20,Netherlands,RKC Waalwijk,NEC Nijmegen,-,?,1988/1989,out,False,Netherlands,Netherlands
268083,Rob van der Kaay,Midfielder,22,Netherlands,RKC Waalwijk,Helmond Sport,-,?,1988/1989,out,False,Netherlands,Netherlands
197407,Edwin de Wijs,Centre-Forward,19,Netherlands,RKC Waalwijk,NEC Nijmegen,-,?,1988/1989,out,False,Netherlands,Netherlands
243453,Peter Gerards,Goalkeeper,32,Netherlands,RKC Waalwijk,FC Utrecht,-,?,1988/1989,out,False,Netherlands,Netherlands
473689,Albert Bruurmijn,Right Winger,34,Netherlands,RKC Waalwijk,Retired,-,-,1988/1989,out,True,Netherlands,
150714,Gerrit Kleton,Left Winger,34,Netherlands,RKC Waalwijk,Retired,-,-,1988/1989,out,True,Netherlands,
150813,Gert-Jan Duif,Midfielder,24,Netherlands,FC Volendam,FC Twente Enschede,-,?,1988/1989,in,False,Netherlands,Netherlands
221003,Frank Tempelman,Midfielder,17,Netherlands,Unknown,FC Twente Enschede,-,?,1988/1989,in,True,,Netherlands
230726,Robin Schmidt,Forward,23,Netherlands,Sparta R.,FC Twente Enschede,-,?,1988/1989,in,False,Netherlands,Netherlands
150607,Hans de Koning,Goalkeeper,28,Netherlands,AZ Alkmaar,FC Twente Enschede,-,?,1988/1989,in,False,Netherlands,Netherlands
114392,Clemens Zwijnenberg,Right-Back,18,Netherlands,Unknown,FC Twente Enschede,-,?,1988/1989,in,True,,Netherlands
220988,Michael Dikken,Left-Back,20,Netherlands,FC Twente U19,FC Twente Enschede,-,-,1988/1989,in,False,Netherlands,Netherlands
151422,Evert Bleuming,Defender,28,Netherlands,Go Ahead Eagles,FC Twente Enschede,-,"End of loanJun 30, 1988",1988/1989,in,False,Netherlands,Netherlands
107824,Ron Willems,Forward,21,Netherlands,FC Twente Enschede,Ajax,-,€795k,1988/1989,out,False,Netherlands,Netherlands
101755,Theo Snelders,Goalkeeper,24,Netherlands,FC Twente Enschede,Aberdeen FC,-,€455k,1988/1989,out,True,Netherlands,Scotland
350573,Freddy ten Caat,Forward,21,Netherlands,FC Twente Enschede,Emmen,-,?,1988/1989,out,False,Netherlands,Netherlands
327924,Eric van Rossum,Centre-Back,25,Netherlands,FC Twente Enschede,Willem II,-,Loan,1988/1989,out,False,Netherlands,Netherlands
151422,Evert Bleuming,Defender,28,Netherlands,FC Twente Enschede,Heracles,-,,1988/1989,out,False,Netherlands,Netherlands
149984,Juul Ellerman,Centre-Forward,23,Netherlands,Sparta R.,PSV Eindhoven,-,€410k,1988/1989,in,False,Netherlands,Netherlands
7942,Romário,Centre-Forward,22,Brazil,Vasco da Gama,PSV Eindhoven,-,?,1988/1989,in,True,Brazil,Netherlands
101756,Stan Valckx,Sweeper,24,Netherlands,VVV-Venlo,PSV Eindhoven,-,?,1988/1989,in,False,Netherlands,Netherlands
117257,Hendrie Krüzen,Left Winger,23,Netherlands,FC Den Bosch,PSV Eindhoven,-,?,1988/1989,in,False,Netherlands,Netherlands
106962,Jozef Chovanec,Central Midfield,28,Czech Republic,Sparta CKD Praha,PSV Eindhoven,-,?,1988/1989,in,True,Czech Republic,Netherlands
148449,Carlo L'Ami,Goalkeeper,22,Netherlands,Excelsior,PSV Eindhoven,-,Loan,1988/1989,in,False,Netherlands,Netherlands
229369,Bert Verhagen,Centre-Back,22,Netherlands,VVV-Venlo,PSV Eindhoven,-,"End of loanJan 1, 1989",1988/1989,in,False,Netherlands,Netherlands
106104,Arno Doomernik,Defensive Midfield,17,Netherlands,PSV U19,PSV Eindhoven,-,-,1988/1989,in,False,Netherlands,Netherlands
101049,Eric Viscaal,Centre-Forward,20,Netherlands,PSV Eindhoven,KSK Beveren,-,?,1988/1989,out,True,Netherlands,Belgium
117257,Hendrie Krüzen,Left Winger,24,Netherlands,PSV Eindhoven,FC Den Bosch,-,Loan,1988/1989,out,False,Netherlands,Netherlands
150919,Hallvar Thoresen,Second Striker,31,Norway,PSV Eindhoven,Frigg Oslo FK,-,?,1988/1989,out,True,Netherlands,Norway
151476,Eric van Kessel,Left-Back,22,Netherlands,PSV Eindhoven,KSK Beveren,-,?,1988/1989,out,True,Netherlands,Belgium
108126,Roberto Lanckohr,Attacking Midfield,18,Netherlands,PSV Eindhoven,Haarlem,-,?,1988/1989,out,False,Netherlands,Netherlands
151178,Frank Berghuis,Left Winger,21,Netherlands,PSV Eindhoven,PEC Zwolle '82,-,Loan,1988/1989,out,False,Netherlands,Netherlands
135638,Willy van de Kerkhof,Right Midfield,36,Netherlands,PSV Eindhoven,PSV Amateurs,-,-,1988/1989,out,False,Netherlands,Netherlands
116128,Frank Arnesen,Attacking Midfield,31,Denmark,PSV Eindhoven,Retired,-,-,1988/1989,out,True,Netherlands,
242872,Willem van der Ark,Centre-Forward,24,Netherlands,SC Cambuur,Willem II Tilburg,-,€68k,1988/1989,in,False,Netherlands,Netherlands
149034,Wilco van Buuren,Midfielder,26,Netherlands,PEC Zwolle '82,Willem II Tilburg,-,?,1988/1989,in,False,Netherlands,Netherlands
186470,Hennie de Romijn,Left-Back,20,Netherlands,Roodenburg,Willem II Tilburg,-,?,1988/1989,in,False,Netherlands,Netherlands
327924,Eric van Rossum,Centre-Back,25,Netherlands,FC Twente,Willem II Tilburg,-,Loan,1988/1989,in,False,Netherlands,Netherlands
150620,David Loggie,Centre-Forward,31,England,AZ Alkmaar,Willem II Tilburg,-,?,1988/1989,in,False,Netherlands,Netherlands
197337,Frank Brugel,Goalkeeper,30,Netherlands,RBC,Willem II Tilburg,-,?,1988/1989,in,False,Netherlands,Netherlands
330457,Louie Donowa,Central Midfield,24,England,Dep. La Coruña,Willem II Tilburg,-,?,1988/1989,in,True,Spain,Netherlands
149194,Hans Werdekker,Centre-Back,29,Netherlands,Ajax,Willem II Tilburg,-,Loan,1988/1989,in,False,Netherlands,Netherlands
203667,Peter van de Ven,Sweeper,27,Netherlands,RSC Charleroi,Willem II Tilburg,-,?,1988/1989,in,True,Belgium,Netherlands
330456,Arno de Kleine,Sweeper,28,Netherlands,VV Geldrop,Willem II Tilburg,-,?,1988/1989,in,False,Netherlands,Netherlands
330458,Farley Westphal,Midfielder,27,Netherlands,Unknown,Willem II Tilburg,-,?,1988/1989,in,True,,Netherlands
149194,Hans Werdekker,Centre-Back,28,Netherlands,Willem II Tilburg,Ajax,-,?,1988/1989,out,False,Netherlands,Netherlands
221054,André Stafleu,Defender,33,Netherlands,Willem II Tilburg,Haarlem,-,?,1988/1989,out,False,Netherlands,Netherlands
151472,René Wolffs,Defender,23,Netherlands,Willem II Tilburg,Unknown,-,?,1988/1989,out,True,Netherlands,
25327,Mark Farrington,Forward,23,England,Willem II Tilburg,KRC Genk,-,?,1988/1989,out,True,Netherlands,Belgium
188607,Wim van der Horst,Midfielder,31,Netherlands,Willem II Tilburg,Unknown,-,?,1988/1989,out,True,Netherlands,
242872,Willem van der Ark,Centre-Forward,25,Netherlands,Willem II Tilburg,Aberdeen FC,-,?,1988/1989,out,True,Netherlands,Scotland
330458,Farley Westphal,Midfielder,28,Netherlands,Willem II Tilburg,Helmond Sport,-,Loan,1988/1989,out,False,Netherlands,Netherlands
350575,Ton Verkerk,Goalkeeper,33,Netherlands,Willem II Tilburg,Retired,-,-,1988/1989,out,True,Netherlands,
248241,Lowie van Schijndel,Forward,21,Netherlands,KRC Genk,FC Den Bosch '67,-,€18k,1988/1989,in,True,Belgium,Netherlands
4600,Jack de Gier,Centre-Forward,19,Netherlands,RKSV Schijndel,FC Den Bosch '67,-,€3k,1988/1989,in,False,Netherlands,Netherlands
107125,Regi Blinker,Left Midfield,19,Netherlands,Feyenoord,FC Den Bosch '67,-,?,1988/1989,in,False,Netherlands,Netherlands
117257,Hendrie Krüzen,Left Winger,24,Netherlands,PSV Eindhoven,FC Den Bosch '67,-,Loan,1988/1989,in,False,Netherlands,Netherlands
318015,Dick Bults,Right-Back,29,Netherlands,SC Cambuur,FC Den Bosch '67,-,?,1988/1989,in,False,Netherlands,Netherlands
318085,John Willems,Defender,21,Netherlands,De Graafschap,FC Den Bosch '67,-,?,1988/1989,in,False,Netherlands,Netherlands
267318,Wilbert Goossens,Defender,19,Netherlands,Den Bosch U19,FC Den Bosch '67,-,-,1988/1989,in,False,Netherlands,Netherlands
251709,Coen Burg,Midfielder,20,Netherlands,Den Bosch U19,FC Den Bosch '67,-,-,1988/1989,in,False,Netherlands,Netherlands
117257,Hendrie Krüzen,Left Winger,23,Netherlands,FC Den Bosch '67,PSV Eindhoven,-,?,1988/1989,out,False,Netherlands,Netherlands
349727,John van Nielen,Midfielder,26,Netherlands,FC Den Bosch '67,Witgoor Dessel,-,?,1988/1989,out,True,Netherlands,Belgium
189345,Henk Grim,Centre-Forward,26,Netherlands,FC Den Bosch '67,AZ Alkmaar,-,Loan,1988/1989,out,False,Netherlands,Netherlands
673664,Hilbert Booij,Forward,19,Netherlands,FC Den Bosch '67,De Graafschap,-,?,1988/1989,out,False,Netherlands,Netherlands
188532,Ruud Kaiser,Left Winger,27,Netherlands,FC Den Bosch '67,SVV,-,?,1988/1989,out,False,Netherlands,Netherlands
350485,Michel Beukers,Midfielder,27,Netherlands,FC Den Bosch '67,Sparta R.,-,Loan,1988/1989,out,False,Netherlands,Netherlands
345777,Gerard Aichorn,Left-Back,34,Austria,FC Den Bosch '67,Retired,-,-,1988/1989,out,True,Netherlands,
808,Lodewijk Roembiak,Defensive Midfield,19,Netherlands,FC Den Haag,Sparta Rotterdam,-,Free transfer,1988/1989,in,False,Netherlands,Netherlands
350485,Michel Beukers,Midfielder,27,Netherlands,FC Den Bosch,Sparta Rotterdam,-,Loan,1988/1989,in,False,Netherlands,Netherlands
189173,Prince Polley,Centre-Forward,19,Ghana,Asante Kotoko,Sparta Rotterdam,-,?,1988/1989,in,True,Ghana,Netherlands
243554,Jan Mulder,Midfielder,27,Netherlands,FC Volendam,Sparta Rotterdam,-,?,1988/1989,in,False,Netherlands,Netherlands
222936,Marco Sas,Centre-Back,17,Netherlands,Unknown,Sparta Rotterdam,-,?,1988/1989,in,True,,Netherlands
226986,Oni Louhenapessy,Defender,19,Netherlands,Sparta U21,Sparta Rotterdam,-,-,1988/1989,in,False,Netherlands,Netherlands
150915,Raymond Libregts,Defender,23,Netherlands,VVV-Venlo,Sparta Rotterdam,-,,1988/1989,in,False,Netherlands,Netherlands
301648,Victor Tebbens,Centre-Forward,25,Netherlands,RBC,Sparta Rotterdam,-,"End of loanJun 1, 1988",1988/1989,in,False,Netherlands,Netherlands
149984,Juul Ellerman,Centre-Forward,23,Netherlands,Sparta Rotterdam,PSV Eindhoven,-,€410k,1988/1989,out,False,Netherlands,Netherlands
301648,Victor Tebbens,Centre-Forward,25,Netherlands,Sparta Rotterdam,DS'79,-,Free transfer,1988/1989,out,False,Netherlands,Netherlands
243236,Eddy Ridderhof,Centre-Back,31,Netherlands,Sparta Rotterdam,SVV,-,€23k,1988/1989,out,False,Netherlands,Netherlands
246405,Andro Knel,Left-Back,21,Netherlands,Sparta Rotterdam,NAC,-,?,1988/1989,out,False,Netherlands,Netherlands
330443,Greg Campbell,Forward,23,England,Sparta Rotterdam,Plymouth,-,?,1988/1989,out,True,Netherlands,England
246416,Richard van Polanen,Forward,20,Netherlands,Sparta Rotterdam,UVS,-,?,1988/1989,out,False,Netherlands,Netherlands
150614,Martin Haar,Defender,36,Netherlands,Sparta Rotterdam,FC Wageningen,-,?,1988/1989,out,False,Netherlands,Netherlands
230726,Robin Schmidt,Forward,23,Netherlands,Sparta Rotterdam,FC Twente,-,?,1988/1989,out,False,Netherlands,Netherlands
242315,Adrie Andriessen,Centre-Back,27,Netherlands,Sparta Rotterdam,Retired,-,-,1988/1989,out,True,Netherlands,
149175,Stefan Pettersson,Centre-Forward,25,Sweden,IFK Göteborg,Ajax Amsterdam,-,€1.32m,1988/1989,in,True,Sweden,Netherlands
107824,Ron Willems,Forward,21,Netherlands,FC Twente,Ajax Amsterdam,-,€795k,1988/1989,in,False,Netherlands,Netherlands
149191,Mark Verkuyl,Defender,24,Netherlands,FC Groningen,Ajax Amsterdam,-,€318k,1988/1989,in,False,Netherlands,Netherlands
101046,Wim Jonk,Defensive Midfield,21,Netherlands,FC Volendam,Ajax Amsterdam,-,?,1988/1989,in,False,Netherlands,Netherlands
149194,Hans Werdekker,Centre-Back,28,Netherlands,Willem II,Ajax Amsterdam,-,?,1988/1989,in,False,Netherlands,Netherlands
3518,Frank de Boer,Centre-Back,18,Netherlands,Ajax U19,Ajax Amsterdam,-,-,1988/1989,in,False,Netherlands,Netherlands
107144,Marciano Vink,Defensive Midfield,17,Netherlands,Ajax U19,Ajax Amsterdam,-,-,1988/1989,in,False,Netherlands,Netherlands
3519,Ronald de Boer,Right Winger,18,Netherlands,Ajax U19,Ajax Amsterdam,-,-,1988/1989,in,False,Netherlands,Netherlands
108131,Erik Regtop,Defensive Midfield,20,Netherlands,Telstar,Ajax Amsterdam,-,"End of loanJun 30, 1988",1988/1989,in,False,Netherlands,Netherlands
208862,Michel van Oostrum,Centre-Forward,21,Netherlands,PEC Zwolle '82,Ajax Amsterdam,-,"End of loanJun 30, 1988",1988/1989,in,False,Netherlands,Netherlands
149033,Bert de Meijer,Left Midfield,21,Netherlands,PEC Zwolle '82,Ajax Amsterdam,-,"End of loanJun 30, 1988",1988/1989,in,False,Netherlands,Netherlands
108131,Erik Regtop,Defensive Midfield,20,Netherlands,Ajax Amsterdam,FC Groningen,-,Loan,1988/1989,out,False,Netherlands,Netherlands
149165,Hennie Meijer,Centre-Forward,26,Netherlands,Ajax Amsterdam,FC Groningen,-,?,1988/1989,out,False,Netherlands,Netherlands
148963,Edo Ophof,Right-Back,29,Netherlands,Ajax Amsterdam,AZ Alkmaar,-,?,1988/1989,out,False,Netherlands,Netherlands
208862,Michel van Oostrum,Centre-Forward,21,Netherlands,Ajax Amsterdam,PEC Zwolle '82,-,?,1988/1989,out,False,Netherlands,Netherlands
149195,Erik de Haan,Goalkeeper,24,Netherlands,Ajax Amsterdam,MVV Maastricht,-,?,1988/1989,out,False,Netherlands,Netherlands
149194,Hans Werdekker,Centre-Back,29,Netherlands,Ajax Amsterdam,Willem II,-,Loan,1988/1989,out,False,Netherlands,Netherlands
149033,Bert de Meijer,Left Midfield,21,Netherlands,Ajax Amsterdam,PEC Zwolle '82,-,?,1988/1989,out,False,Netherlands,Netherlands
22449,John Bosman,Centre-Forward,23,Netherlands,Ajax Amsterdam,KV Mechelen,-,?,1988/1989,out,True,Netherlands,Belgium
149126,Ronald Spelbos,Centre-Back,33,Netherlands,Ajax Amsterdam,DOVO,-,?,1988/1989,out,False,Netherlands,Netherlands
149135,Ally Dick,Left Winger,23,Scotland,Ajax Amsterdam,Unknown,-,?,1988/1989,out,True,Netherlands,
673553,Ruud Harms,Midfielder,20,Netherlands,Ajax Amsterdam,Telstar,-,?,1988/1989,out,False,Netherlands,Netherlands
114366,Leeroy Echteld,Attacking Midfield,20,Netherlands,Unknown,SBV Haarlem,-,?,1988/1989,in,True,,Netherlands
221054,André Stafleu,Defender,33,Netherlands,Willem II,SBV Haarlem,-,?,1988/1989,in,False,Netherlands,Netherlands
108126,Roberto Lanckohr,Attacking Midfield,18,Netherlands,PSV Eindhoven,SBV Haarlem,-,?,1988/1989,in,False,Netherlands,Netherlands
221053,Dennis Purperhart,Forward,19,Suriname,SV Robinhood,SBV Haarlem,-,?,1988/1989,in,True,Suriname,Netherlands
222537,Romano Sion,Midfielder,17,Netherlands,Millwall,SBV Haarlem,-,?,1988/1989,in,True,England,Netherlands
221036,Karel Bouwens,Forward,31,Netherlands,FC Den Haag,SBV Haarlem,-,?,1988/1989,in,False,Netherlands,Netherlands
221040,Frank Dikstaal,Midfielder,18,Netherlands,Haarlem U19,SBV Haarlem,-,-,1988/1989,in,False,Netherlands,Netherlands
209659,Brian Tevreden,Right-Back,19,Netherlands,Haarlem U19,SBV Haarlem,-,-,1988/1989,in,False,Netherlands,Netherlands
266418,Marcel Oost,Defender,18,Netherlands,Haarlem U19,SBV Haarlem,-,-,1988/1989,in,False,Netherlands,Netherlands
188552,Chris Verkaik,Defender,30,Netherlands,SBV Haarlem,SVV,-,€36k,1988/1989,out,False,Netherlands,Netherlands
243414,Keith Masefield,Right-Back,31,England,SBV Haarlem,VAC Beerschot,-,?,1988/1989,out,True,Netherlands,Belgium
350590,André Sitek,Centre-Forward,25,Netherlands,SBV Haarlem,FC Chur,-,?,1988/1989,out,True,Netherlands,Switzerland
236294,Ricardo Moniz,Midfielder,24,Netherlands,SBV Haarlem,RKC Waalwijk,-,?,1988/1989,out,False,Netherlands,Netherlands
299831,Peter van Velzen,Forward,29,Netherlands,SBV Haarlem,KSK Beveren,-,Loan,1988/1989,out,True,Netherlands,Belgium
267335,Edward Burleson,Forward,20,Netherlands,Unknown,FC Volendam,-,?,1988/1989,in,True,,Netherlands
267333,John Binken,Midfielder,18,Netherlands,Unknown,FC Volendam,-,?,1988/1989,in,True,,Netherlands
189373,Winand van Loon,Midfielder,24,Netherlands,Excelsior,FC Volendam,-,?,1988/1989,in,False,Netherlands,Netherlands
313451,Bert Bartelings,Midfielder,27,Netherlands,DS'79,FC Volendam,-,?,1988/1989,in,False,Netherlands,Netherlands
4365,Edwin Zoetebier,Goalkeeper,18,Netherlands,Volendam U19,FC Volendam,-,-,1988/1989,in,False,Netherlands,Netherlands
298987,Eric Steltenpool,Defender,23,Netherlands,Volendam U21,FC Volendam,-,-,1988/1989,in,False,Netherlands,Netherlands
330436,Steve van Dorpel,Forward,22,Netherlands,DS'79,FC Volendam,-,"End of loanJun 30, 1988",1988/1989,in,False,Netherlands,Netherlands
101046,Wim Jonk,Defensive Midfield,21,Netherlands,FC Volendam,Ajax,-,?,1988/1989,out,False,Netherlands,Netherlands
188513,Ton Blanker,Forward,27,Netherlands,FC Volendam,VAC Beerschot,-,?,1988/1989,out,True,Netherlands,Belgium
243554,Jan Mulder,Midfielder,27,Netherlands,FC Volendam,Sparta R.,-,?,1988/1989,out,False,Netherlands,Netherlands
150813,Gert-Jan Duif,Midfielder,24,Netherlands,FC Volendam,FC Twente,-,?,1988/1989,out,False,Netherlands,Netherlands
243406,Joop Böckling,Forward,32,Netherlands,FC Volendam,Eindhoven,-,?,1988/1989,out,False,Netherlands,Netherlands
150639,Bert van der Poppe,Defender,33,Netherlands,FC Volendam,Unknown,-,?,1988/1989,out,True,Netherlands,
189353,Jan Klouwer,Goalkeeper,26,Netherlands,FC Volendam,Unknown,-,?,1988/1989,out,True,Netherlands,
350608,Ed Vijent,Left Midfield,25,Netherlands,FC Volendam,Unknown,-,?,1988/1989,out,True,Netherlands,
151178,Frank Berghuis,Left Winger,21,Netherlands,PSV Eindhoven,PEC Zwolle '82,-,Loan,1988/1989,in,False,Netherlands,Netherlands
221368,Ed Roos,Forward,21,Netherlands,Feyenoord,PEC Zwolle '82,-,?,1988/1989,in,False,Netherlands,Netherlands
208862,Michel van Oostrum,Centre-Forward,21,Netherlands,Ajax,PEC Zwolle '82,-,?,1988/1989,in,False,Netherlands,Netherlands
149033,Bert de Meijer,Left Midfield,21,Netherlands,Ajax,PEC Zwolle '82,-,?,1988/1989,in,False,Netherlands,Netherlands
19091,René Grotenhuis,Goalkeeper,20,Netherlands,PEC Zwolle U21,PEC Zwolle '82,-,-,1988/1989,in,False,Netherlands,Netherlands
