,player_id,player_name,player_position,player_age,player_nat,from_team,to_team,season,transfer_direction,international_transfer,from_country,to_country,market_value_number,transfer_fee_number,transfer_fee_other
7557,97912,Wlodzimierz Smolarek,Left Winger,38,Poland,FC Utrecht,Retired,1996/1997,out,True,Netherlands,,0.0,0,-
7558,151476,Eric van Kessel,Left-Back,30,Netherlands,FC Utrecht,Lommel SK,1996/1997,out,True,Netherlands,Belgium,0.0,0,
7559,18511,Harvey Esajas,Defender,22,Netherlands,Feyenoord,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7560,4160,Melchior Schoenmakers,Centre-Back,20,Netherlands,Heerenveen,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7561,27442,Magno,Attacking Midfield,22,Brazil,Flamengo,FC Groningen,1996/1997,in,True,Brazil,Netherlands,0.0,0,?
7562,152371,Pieter Huistra,Left Winger,30,Netherlands,Sanf. Hiroshima,FC Groningen,1996/1997,in,True,Japan,Netherlands,0.0,0,?
7563,26700,Peter Sörensen,Defensive Midfield,23,Denmark,Silkeborg IF,FC Groningen,1996/1997,in,True,Denmark,Netherlands,0.0,0,?
7564,296749,Raymond Atteveld,Centre-Back,30,Netherlands,Vitesse,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7565,207790,Rob Hilbers,Goalkeeper,25,Netherlands,IJsselm.vogels,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7566,4628,Egbert Darwinkel,Goalkeeper,30,Netherlands,Veendam,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7567,222537,Romano Sion,Midfielder,25,Netherlands,Emmen,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7568,186490,Jeffrey Kooistra,Midfielder,27,Netherlands,NEC Nijmegen,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7569,222540,Lucas ten Brinke,Defender,25,Netherlands,Unknown,FC Groningen,1996/1997,in,True,,Netherlands,0.0,0,?
7570,19324,Sergio Ommel,Centre-Forward,18,Netherlands,Groningen U19,FC Groningen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7571,225417,Edwin Prins,Goalkeeper,31,Netherlands,FC Groningen,Zuidlaren,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7572,8020,Mariano Bombarda,Centre-Forward,24,Spain,FC Groningen,FC Metz,1996/1997,out,True,Netherlands,France,0.0,0,?
7573,26700,Peter Sörensen,Defensive Midfield,23,Denmark,FC Groningen,Silkeborg IF,1996/1997,out,True,Netherlands,Denmark,0.0,0,?
7574,4393,Arjan Ebbinge,Centre-Back,21,Netherlands,FC Groningen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7575,155128,Jacob Gregersen,Centre-Back,23,Denmark,FC Groningen,Herfölge BK,1996/1997,out,True,Netherlands,Denmark,0.0,0,?
7576,222923,Arafath Heuvel,Left Winger,20,Netherlands,FC Groningen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7577,225426,Bert Stokkingreef,Forward,27,Netherlands,FC Groningen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7578,197338,Edwin de Kruyff,Attacking Midfield,26,Netherlands,FC Groningen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7579,222537,Romano Sion,Midfielder,25,Netherlands,FC Groningen,Emmen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7580,45291,Lucien Sahetapy,Right-Back,21,Netherlands,FC Groningen,Unknown,1996/1997,out,True,Netherlands,,0.0,0,?
7581,222537,Romano Sion,Midfielder,25,Netherlands,FC Groningen,Emmen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7582,143639,Warry van Wattum,Midfielder,28,Netherlands,FC Groningen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7583,200070,Marc Bosma,Forward,24,Netherlands,FC Groningen,W. Bremen II,1996/1997,out,True,Netherlands,Germany,0.0,0,?
7584,206493,Marco Boogers,Centre-Forward,30,Netherlands,FC Groningen,RKC Waalwijk,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7585,4606,Bas Roorda,Goalkeeper,23,Netherlands,FC Groningen,NEC Nijmegen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7586,186413,Marcel Boudesteijn,Midfielder,24,Netherlands,FC Groningen,FC Zwolle,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7587,197336,Arnold Bos,Midfielder,26,Netherlands,FC Groningen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7588,206342,Maarten de Jong,Midfielder,34,Netherlands,FC Groningen,Retired,1996/1997,out,True,Netherlands,,0.0,0,-
7589,3209,Jerzy Dudek,Goalkeeper,23,Poland,Sokol Tychy,Feyenoord Rotterdam,1996/1997,in,True,Poland,Netherlands,0.0,0,Free transfer
7590,4013,Kees van Wonderen,Centre-Back,27,Netherlands,NAC Breda,Feyenoord Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7591,58478,Eduardo Bustos Montoya,Centre-Forward,20,Argentina,CA Rosario,Feyenoord Rotterdam,1996/1997,in,True,Argentina,Netherlands,0.0,0,Loan
7592,22570,Patricio Graff,Left-Back,20,Argentina,CA Rosario,Feyenoord Rotterdam,1996/1997,in,True,Argentina,Netherlands,0.0,0,?
7593,3084,Marek Saganowski,Centre-Forward,17,Poland,LKS Lodz,Feyenoord Rotterdam,1996/1997,in,True,Poland,Netherlands,0.0,0,Loan
7594,4369,Ferry de Haan,Centre-Back,23,Netherlands,SC Feyenoord,Feyenoord Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7595,303070,Shalimar Jones,Defender,19,Curacao,Excelsior,Feyenoord Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7596,183056,Haytham Farouk,Centre-Back,25,Egypt,O. Alexandria,Feyenoord Rotterdam,1996/1997,in,True,Egypt,Netherlands,0.0,0,?
7597,13287,Geoffrey Claeys,Centre-Back,21,Belgium,Cercle Brugge,Feyenoord Rotterdam,1996/1997,in,True,Belgium,Netherlands,0.0,0,?
7598,30932,Pablo Sánchez,Attacking Midfield,23,Argentina,CA Rosario,Feyenoord Rotterdam,1996/1997,in,True,Argentina,Netherlands,0.0,0,?
7599,4368,Christian Gyan,Right-Back,17,Ghana,Feyenoord U19,Feyenoord Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7600,154902,Patrick Allotey,Defender,17,Ghana,Feyenoord U19,Feyenoord Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7601,120106,Jaromír Paciorek,Midfielder,16,Czech Republic,Feyenoord U19,Feyenoord Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7602,27356,Gláucio,Attacking Midfield,21,Brazil,Flamengo,Feyenoord Rotterdam,1996/1997,in,True,Brazil,Netherlands,0.0,0,"End of loanDec 1, 1996"
7603,127756,Michael Obiku,Centre-Forward,27,Nigeria,Feyenoord Rotterdam,Avispa Fukuoka,1996/1997,out,True,Netherlands,Japan,0.0,0,Free transfer
7604,4708,Peter Bosz,Right-Back,32,Netherlands,Feyenoord Rotterdam,JEF Utd. Chiba,1996/1997,out,True,Netherlands,Japan,0.0,0,Free transfer
7605,344,Rob Maas,Defensive Midfield,26,Netherlands,Feyenoord Rotterdam,Arm. Bielefeld,1996/1997,out,True,Netherlands,Germany,0.0,0,Free transfer
7606,18511,Harvey Esajas,Defender,22,Netherlands,Feyenoord Rotterdam,FC Groningen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7607,27356,Gláucio,Attacking Midfield,21,Brazil,Feyenoord Rotterdam,Excelsior,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Loan
7608,3335,Bobby Petta,Left Midfield,21,Netherlands,Feyenoord Rotterdam,Ipswich,1996/1997,out,True,Netherlands,England,0.0,0,?
7609,107129,Ruud Heus,Left-Back,35,Netherlands,Feyenoord Rotterdam,AZ Alkmaar,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7610,248189,Guillermo van Berkum,Defender,21,Netherlands,Feyenoord Rotterdam,Excelsior,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Loan
7611,4485,Rob van Dijk,Goalkeeper,27,Netherlands,Feyenoord Rotterdam,RKC Waalwijk,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7612,101053,Rob Witschge,Left Midfield,29,Netherlands,Feyenoord Rotterdam,FC Utrecht,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7613,186208,Raymond de Waard,Left Winger,23,Netherlands,Feyenoord Rotterdam,Excelsior,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7614,107142,Orlando Trustfull,Defensive Midfield,25,Netherlands,Feyenoord Rotterdam,Sheff Wed,1996/1997,out,True,Netherlands,England,0.0,0,?
7615,15296,Denis Klyuev,Central Midfield,22,Russia,Feyenoord Rotterdam,Lierse SK,1996/1997,out,True,Netherlands,Belgium,0.0,0,Loan
7616,3084,Marek Saganowski,Centre-Forward,18,Poland,Feyenoord Rotterdam,LKS Lodz,1996/1997,out,True,Netherlands,Poland,0.0,0,"End of loanDec 1, 1996"
7617,4498,Patrick Van Diemen,Defensive Midfield,24,Netherlands,NEC Nijmegen,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7618,102312,Chidi Nwanu,Centre-Back,30,Nigeria,RSC Anderlecht,RKC Waalwijk,1996/1997,in,True,Belgium,Netherlands,0.0,0,?
7619,4485,Rob van Dijk,Goalkeeper,27,Netherlands,Feyenoord,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7620,159193,Adilson Ben David Dos Santos,Centre-Forward,22,Netherlands,Excelsior,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7621,206338,Adrie Bogers,Left-Back,31,Netherlands,Willem II,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7622,839,Delano Hill,Centre-Back,21,Netherlands,FC Den Bosch,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7623,221394,John Lammers,Centre-Forward,32,Netherlands,Willem II,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7624,206493,Marco Boogers,Centre-Forward,30,Netherlands,FC Groningen,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7625,4594,Tom van der Leegte,Defensive Midfield,19,Netherlands,PSV Eindhoven,RKC Waalwijk,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7626,186697,Ad Leemans,Right-Back,20,Netherlands,Unknown,RKC Waalwijk,1996/1997,in,True,,Netherlands,0.0,0,?
7627,224188,Phil Starbuck,Centre-Forward,27,England,Sheffield Utd.,RKC Waalwijk,1996/1997,in,True,England,Netherlands,0.0,0,Loan
7628,4370,Ramon van Haaren,Left-Back,23,Netherlands,RKC Waalwijk,Roda JC,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7629,4389,Hans Vonk,Goalkeeper,26,South Africa,RKC Waalwijk,Heerenveen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7630,4759,Regillio Vrede,Centre-Back,23,Netherlands,RKC Waalwijk,Roda JC,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7631,118169,Patrick Vervoort,Left Midfield,31,Belgium,RKC Waalwijk,Vit. Guimarães,1996/1997,out,True,Netherlands,Portugal,0.0,0,?
7632,149194,Hans Werdekker,Centre-Back,36,Netherlands,RKC Waalwijk,Unknown,1996/1997,out,True,Netherlands,,0.0,0,?
7633,150099,Gregory Playfair,Midfielder,22,Netherlands,RKC Waalwijk,Cambuur L.,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7634,4505,Zeljko Petrovic,Right-Back,30,Montenegro,RKC Waalwijk,PSV Eindhoven,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7635,206498,Bobby Schoonens,Defender,21,Netherlands,RKC Waalwijk,Helmond Sport,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7636,224188,Phil Starbuck,Centre-Forward,28,England,RKC Waalwijk,Sheffield Utd.,1996/1997,out,True,Netherlands,England,0.0,0,"End of loanJan 1, 1997"
7637,4554,Ali Elkhattabi,Centre-Forward,19,Morocco,Sparta R.,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,360,
7638,4397,Tieme Klompe,Centre-Back,20,Netherlands,VV Roden,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7639,4389,Hans Vonk,Goalkeeper,26,South Africa,RKC Waalwijk,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7640,148731,Boudewijn Pahlplatz,Forward,25,Netherlands,PSV Eindhoven,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7641,209659,Brian Tevreden,Right-Back,27,Netherlands,Telstar,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7642,183552,Börre Meinseth,Right-Back,29,Norway,Viking FK,SC Heerenveen,1996/1997,in,True,Norway,Netherlands,0.0,0,?
7643,148758,Max Houttuin,Right Midfield,18,Netherlands,Heerenveen U19,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7644,108131,Erik Regtop,Defensive Midfield,28,Netherlands,Bradford,SC Heerenveen,1996/1997,in,True,England,Netherlands,0.0,0,"End of loanJun 30, 1996"
7645,148449,Carlo L'Ami,Goalkeeper,30,Netherlands,Cambuur L.,SC Heerenveen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,"End of loanJun 30, 1996"
7646,4160,Melchior Schoenmakers,Centre-Back,20,Netherlands,SC Heerenveen,FC Groningen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7647,3968,Geert Jelle de Vries,Defender,21,Netherlands,SC Heerenveen,Cambuur L.,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7648,108131,Erik Regtop,Defensive Midfield,28,Netherlands,SC Heerenveen,FC St. Gallen,1996/1997,out,True,Netherlands,Switzerland,0.0,0,Free transfer
7649,4399,Ronny Venema,Right-Back,22,Netherlands,SC Heerenveen,Veendam,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Loan
7650,150758,Arnold Oosterveer,Centre-Back,33,Netherlands,SC Heerenveen,Unknown,1996/1997,out,True,Netherlands,,0.0,0,?
7651,7298,Marco Roelofsen,Central Midfield,27,Netherlands,SC Heerenveen,FC Zwolle,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7652,186347,Aldo Swager,Goalkeeper,30,Netherlands,SC Heerenveen,FC Twente,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7653,148449,Carlo L'Ami,Goalkeeper,30,Netherlands,SC Heerenveen,Without Club,1996/1997,out,True,Netherlands,,0.0,0,-
7654,22449,John Bosman,Centre-Forward,31,Netherlands,RSC Anderlecht,FC Twente Enschede,1996/1997,in,True,Belgium,Netherlands,0.0,700,
7655,107039,Sergiy Kovalets,Attacking Midfield,27,Ukraine,Dnipro,FC Twente Enschede,1996/1997,in,True,Ukraine,Netherlands,0.0,0,Loan
7656,148408,Erik ten Hag,Centre-Back,26,Netherlands,FC Utrecht,FC Twente Enschede,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7657,186347,Aldo Swager,Goalkeeper,30,Netherlands,Heerenveen,FC Twente Enschede,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7658,157680,Rab McKinnon,Left-Back,29,Scotland,Motherwell FC,FC Twente Enschede,1996/1997,in,True,Scotland,Netherlands,0.0,0,?
7659,4362,Jan Vennegoor of Hesselink,Centre-Forward,17,Netherlands,FC Twente U19,FC Twente Enschede,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7660,3427,Sander Westerveld,Goalkeeper,21,Netherlands,FC Twente Enschede,Vitesse,1996/1997,out,False,Netherlands,Netherlands,0.0,900,
7661,149984,Juul Ellerman,Centre-Forward,31,Netherlands,FC Twente Enschede,NEC Nijmegen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7662,157767,Keith Gumbs,Centre-Forward,23,St. Kitts & Nevis,FC Twente Enschede,Newtown ,1996/1997,out,True,Netherlands,St. Kitts & Nevis,0.0,0,Free transfer
7663,3512,Michael Mols,Centre-Forward,25,Netherlands,FC Twente Enschede,FC Utrecht,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7664,754600,Björn Schurink,Forward,19,Netherlands,FC Twente Enschede,Unknown,1996/1997,out,True,Netherlands,,0.0,0,Free transfer
7665,150526,Michel Boerebach,Midfielder,33,Netherlands,FC Twente Enschede,Go Ahead Eagles,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7666,189090,Daniel Nijhof,Centre-Back,23,Netherlands,FC Twente Enschede,NEC Nijmegen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7667,5020,Rik Platvoet,Centre-Forward,20,Netherlands,FC Twente Enschede,MVV Maastricht,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Loan
7668,189158,Haci Sen,Forward,20,Netherlands,FC Twente Enschede,Unknown,1996/1997,out,True,Netherlands,,0.0,0,?
7669,107039,Sergiy Kovalets,Attacking Midfield,28,Ukraine,FC Twente Enschede,Dnipro,1996/1997,out,True,Netherlands,Ukraine,0.0,0,"End of loanDec 1, 1996"
7670,59504,Marcelo Ramos,Centre-Forward,23,Brazil,Cruzeiro,PSV Eindhoven,1996/1997,in,True,Brazil,Netherlands,0.0,5000,
7671,3809,Niclas Jensen,Left-Back,21,Denmark,Lyngby FC,PSV Eindhoven,1996/1997,in,True,Denmark,Netherlands,0.0,0,Free transfer
7672,4361,Dennis Rommedahl,Right Winger,18,Denmark,Lyngby FC,PSV Eindhoven,1996/1997,in,True,Denmark,Netherlands,0.0,0,?
7673,150189,Jan Willem van Ede,Goalkeeper,33,Netherlands,FC Utrecht,PSV Eindhoven,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7674,172036,Piotr Matys,Forward,18,Poland,Jagiellonia,PSV Eindhoven,1996/1997,in,True,Poland,Netherlands,0.0,0,?
7675,4505,Zeljko Petrovic,Right-Back,30,Montenegro,RKC Waalwijk,PSV Eindhoven,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7676,101751,Marc Degryse,Centre-Forward,30,Belgium,Sheff Wed,PSV Eindhoven,1996/1997,in,True,England,Netherlands,0.0,0,?
7677,4355,Cláudio,Centre-Forward,17,Brazil,Unknown,PSV Eindhoven,1996/1997,in,True,,Netherlands,0.0,0,?
7678,12061,Gilles De Bilde,Centre-Forward,25,Belgium,RSC Anderlecht,PSV Eindhoven,1996/1997,in,True,Belgium,Netherlands,0.0,0,?
7679,23721,Anders Nielsen,Midfielder,23,Denmark,Lyngby FC,PSV Eindhoven,1996/1997,in,True,Denmark,Netherlands,0.0,0,?
7680,103223,Ovidiu Stinga,Central Midfield,23,Romania,UD Salamanca,PSV Eindhoven,1996/1997,in,True,Spain,Netherlands,0.0,0,?
7681,26542,Vampeta,Central Midfield,22,Brazil,Fluminense,PSV Eindhoven,1996/1997,in,True,Brazil,Netherlands,0.0,0,"End of loanJun 30, 1996"
7682,3140,Ronaldo,Centre-Forward,19,Brazil,PSV Eindhoven,FC Barcelona,1996/1997,out,True,Netherlands,Spain,0.0,15000,
7683,4338,Wilfred Bouma,Left-Back,18,Netherlands,PSV Eindhoven,MVV Maastricht,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Loan
7684,148731,Boudewijn Pahlplatz,Forward,25,Netherlands,PSV Eindhoven,Heerenveen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7685,101048,Stanley Menzo,Goalkeeper,32,Netherlands,PSV Eindhoven,Lierse SK,1996/1997,out,True,Netherlands,Belgium,0.0,0,?
7686,4594,Tom van der Leegte,Defensive Midfield,19,Netherlands,PSV Eindhoven,RKC Waalwijk,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7687,132490,René Klomp,Defensive Midfield,21,Netherlands,PSV Eindhoven,Lommel SK,1996/1997,out,True,Netherlands,Belgium,0.0,0,?
7688,39671,Jan Wouters,Defensive Midfield,35,Netherlands,PSV Eindhoven,Retired,1996/1997,out,True,Netherlands,,0.0,0,-
7689,4372,Patrick Paauwe,Centre-Back,20,Netherlands,De Graafschap,Fortuna Sittard,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7690,173689,Phil Gray,Centre-Forward,28,Northern Ireland,AS Nancy,Fortuna Sittard,1996/1997,in,True,France,Netherlands,0.0,0,?
7691,186710,Fuat Usta,Central Midfield,24,Turkey,Besiktas,Fortuna Sittard,1996/1997,in,True,Turkey,Netherlands,0.0,0,?
7692,207285,Robert-Jan Zoetmulder,Goalkeeper,23,Netherlands,Helmond Sport,Fortuna Sittard,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7693,186699,Raphael Losada,Midfielder,24,Netherlands,MVV Maastricht,Fortuna Sittard,1996/1997,in,False,Netherlands,Netherlands,0.0,0,"End of loanJun 30, 1996"
7694,6476,André van der Zander,Midfielder,20,Germany,Fortuna Sittard,Germ. Teveren,1996/1997,out,True,Netherlands,Germany,0.0,0,Free transfer
7695,186699,Raphael Losada,Midfielder,24,Netherlands,Fortuna Sittard,Eindhoven,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7696,245098,Roland Vroomans,Centre-Forward,27,Netherlands,Fortuna Sittard,Eindhoven,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7697,207813,Dominik Vergoossen,Centre-Back,24,Netherlands,Fortuna Sittard,Helmond Sport,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7698,13235,Ousmane Sanou,Centre-Forward,18,Burkina Faso,JC Bobo Dioulasso,Willem II Tilburg,1996/1997,in,True,Burkina Faso,Netherlands,0.0,0,Free transfer
7699,4447,Mark Schenning,Centre-Back,25,Netherlands,Go Ahead Eagles,Willem II Tilburg,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7700,20261,Dave de Jong,Centre-Back,21,Netherlands,Wolves,Willem II Tilburg,1996/1997,in,True,England,Netherlands,0.0,0,?
7701,186343,Huub Loeffen,Centre-Forward,24,Netherlands,Vitesse,Willem II Tilburg,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7702,223999,Alex de Jong,Midfielder,17,Netherlands,Unknown,Willem II Tilburg,1996/1997,in,True,,Netherlands,0.0,0,?
7703,4319,Tomás Galásek,Defensive Midfield,23,Czech Republic,Banik Ostrava,Willem II Tilburg,1996/1997,in,True,Czech Republic,Netherlands,0.0,0,?
7704,210210,Rudy Aerts,Defender,18,Netherlands,FC Den Bosch,Willem II Tilburg,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7705,4690,Kris Mampaey,Goalkeeper,25,Belgium,Lierse SK,Willem II Tilburg,1996/1997,in,True,Belgium,Netherlands,0.0,0,?
7706,179241,Scott Calderwood,Midfielder,18,Scotland,Willem II U19,Willem II Tilburg,1996/1997,in,False,Netherlands,Netherlands,0.0,0,-
7707,148353,Marco Heering,Right Winger,26,Netherlands,Go Ahead Eagles,Willem II Tilburg,1996/1997,in,False,Netherlands,Netherlands,0.0,0,
7708,225430,Patrick van Zundert,Forward,21,Netherlands,Willem II Tilburg,Unknown,1996/1997,out,True,Netherlands,,0.0,0,?
7709,221394,John Lammers,Centre-Forward,32,Netherlands,Willem II Tilburg,RKC Waalwijk,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7710,225435,Robin Wijngaarde,Centre-Back,26,Netherlands,Willem II Tilburg,Unknown,1996/1997,out,True,Netherlands,,0.0,0,?
7711,197353,Marc Latupeirissa,Midfielder,25,Netherlands,Willem II Tilburg,Helmond Sport,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7712,206340,Nabil Bouchlal,Centre-Forward,21,Netherlands,Willem II Tilburg,Helmond Sport,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7713,197364,Dave Smits,Defender,26,Netherlands,Willem II Tilburg,TOP Oss,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7714,4463,Earnie Stewart,Centre-Forward,27,United States,Willem II Tilburg,NAC Breda,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7715,206338,Adrie Bogers,Left-Back,31,Netherlands,Willem II Tilburg,RKC Waalwijk,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7716,206361,Ron Vos,Midfielder,22,Netherlands,Willem II Tilburg,TOP Oss,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7717,149984,Juul Ellerman,Centre-Forward,31,Netherlands,FC Twente,NEC Nijmegen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7718,2550,Jörg Sobiech,Left-Back,27,Germany,Wattenscheid 09,NEC Nijmegen,1996/1997,in,True,Germany,Netherlands,0.0,0,Free transfer
7719,4606,Bas Roorda,Goalkeeper,23,Netherlands,FC Groningen,NEC Nijmegen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7720,210340,Bob Pellen,Forward,19,Netherlands,Unknown,NEC Nijmegen,1996/1997,in,True,,Netherlands,0.0,0,?
7721,206343,Maurice Graef,Centre-Forward,26,Netherlands,Roda JC,NEC Nijmegen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7722,189090,Daniel Nijhof,Centre-Back,23,Netherlands,FC Twente,NEC Nijmegen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7723,206929,Benito Kemble,Centre-Back,27,Netherlands,Haarlem,NEC Nijmegen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7724,18486,Rastislav Mores,Midfielder,20,Slovakia,Roda JC,NEC Nijmegen,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7725,229615,Carlos Aalbers,Central Midfield,32,Netherlands,NEC Nijmegen,GVVV ,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7726,4498,Patrick Van Diemen,Defensive Midfield,24,Netherlands,NEC Nijmegen,RKC Waalwijk,1996/1997,out,False,Netherlands,Netherlands,0.0,0,Free transfer
7727,203288,Paul Bardoel,Goalkeeper,23,Netherlands,NEC Nijmegen,Germ. Teveren,1996/1997,out,True,Netherlands,Germany,0.0,0,Free transfer
7728,4660,Juan Viedma Schenkhuizen,Defensive Midfield,21,Netherlands,NEC Nijmegen,SD Compostela,1996/1997,out,True,Netherlands,Spain,0.0,0,Free transfer
7729,206343,Maurice Graef,Centre-Forward,27,Netherlands,NEC Nijmegen,VVV-Venlo,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7730,186490,Jeffrey Kooistra,Midfielder,27,Netherlands,NEC Nijmegen,FC Groningen,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7731,210273,Erik Stock,Left-Back,25,Norway,NEC Nijmegen,Viking FK,1996/1997,out,True,Netherlands,Norway,0.0,0,?
7732,230460,Richards Nass,Goalkeeper,22,Netherlands,NEC Nijmegen,Vitesse,1996/1997,out,False,Netherlands,Netherlands,0.0,0,?
7733,2709,Gregg Berhalter,Centre-Back,22,United States,FC Zwolle,Sparta Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,Free transfer
7734,149247,Rob Alflen,Defensive Midfield,28,Netherlands,Vitesse,Sparta Rotterdam,1996/1997,in,False,Netherlands,Netherlands,0.0,0,?
7735,156952,Marilia,Centre-Back,20,Brazil,15 de Novembro,Sparta Rotterdam,1996/1997,in,True,Brazil,Netherlands,0.0,0,?
